,Year,City,Age Range,Number in Range
14789,2018,"Spokane, WA",35 to 44 Years,26810
14790,2018,"Spokane, WA",55 to 59 Years,13522
14791,2018,"Spokane, WA",5 to 17 Years,33075
14792,2018,"Spokane, WA",62 to 64 Years,7709
14793,2018,"Spokane, WA",25 to 34 Years,35083
14794,2018,"Spokane, WA",60 & 61 Years,5835
14795,2017,"Spokane, WA",5 to 17 Years,32405
14796,2017,"Spokane, WA",75 Years & Over,13322
14797,2017,"Spokane, WA",60 & 61 Years,5605
14798,2017,"Spokane, WA",25 to 34 Years,34328
14799,2017,"Spokane, WA",62 to 64 Years,7498
14800,2017,"Spokane, WA",18 to 24 Years,23158
14801,2017,"Spokane, WA",55 to 59 Years,13323
14802,2017,"Spokane, WA",35 to 44 Years,25999
14803,2017,"Spokane, WA",65 to 74 Years,17520
14804,2017,"Spokane, WA",Under 5 Years,14162
14805,2017,"Spokane, WA",45 to 54 Years,25662
14806,2016,"Spokane, WA",5 to 17 Years,32262
14807,2016,"Spokane, WA",18 to 24 Years,23677
14808,2016,"Spokane, WA",60 & 61 Years,5247
14809,2016,"Spokane, WA",75 Years & Over,13565
14810,2016,"Spokane, WA",45 to 54 Years,25924
14811,2016,"Spokane, WA",35 to 44 Years,25714
14812,2016,"Spokane, WA",62 to 64 Years,7546
14813,2016,"Spokane, WA",65 to 74 Years,16838
14814,2016,"Spokane, WA",55 to 59 Years,13462
14815,2016,"Spokane, WA",Under 5 Years,14364
14816,2016,"Spokane, WA",25 to 34 Years,33479
14817,2015,"Spokane, WA",25 to 34 Years,33577
14818,2015,"Spokane, WA",18 to 24 Years,24372
14819,2015,"Spokane, WA",55 to 59 Years,13611
14820,2015,"Spokane, WA",75 Years & Over,13831
14821,2015,"Spokane, WA",35 to 44 Years,25297
14822,2015,"Spokane, WA",60 & 61 Years,5032
14823,2015,"Spokane, WA",Under 5 Years,14436
14824,2015,"Spokane, WA",5 to 17 Years,31368
14825,2015,"Spokane, WA",45 to 54 Years,25685
14826,2015,"Spokane, WA",62 to 64 Years,7442
14827,2015,"Spokane, WA",65 to 74 Years,16044
14828,2014,"Spokane, WA",62 to 64 Years,6995
14829,2014,"Spokane, WA",5 to 17 Years,31797
14830,2014,"Spokane, WA",Under 5 Years,14456
14831,2014,"Spokane, WA",25 to 34 Years,32655
14832,2014,"Spokane, WA",55 to 59 Years,13721
14833,2014,"Spokane, WA",35 to 44 Years,25312
14834,2014,"Spokane, WA",75 Years & Over,14191
14835,2014,"Spokane, WA",60 & 61 Years,4792
14836,2014,"Spokane, WA",45 to 54 Years,26140
14837,2014,"Spokane, WA",18 to 24 Years,24933
14838,2014,"Spokane, WA",65 to 74 Years,15150
14839,2013,"Spokane, WA",75 Years & Over,14201
14840,2013,"Spokane, WA",65 to 74 Years,14021
14841,2013,"Spokane, WA",18 to 24 Years,24867
14842,2013,"Spokane, WA",62 to 64 Years,6749
14843,2013,"Spokane, WA",35 to 44 Years,25560
14844,2013,"Spokane, WA",25 to 34 Years,32904
14845,2013,"Spokane, WA",60 & 61 Years,4859
14846,2013,"Spokane, WA",45 to 54 Years,26421
14847,2013,"Spokane, WA",5 to 17 Years,31888
14848,2013,"Spokane, WA",55 to 59 Years,13370
14849,2013,"Spokane, WA",Under 5 Years,14638
14850,2018,"Spokane, WA",18 to 24 Years,22065
14851,2018,"Spokane, WA",75 Years & Over,13084
14852,2018,"Spokane, WA",45 to 54 Years,25124
14853,2018,"Spokane, WA",Under 5 Years,13777
14854,2018,"Spokane, WA",65 to 74 Years,18720
14855,2018,"Spokane, WA",35 to 44 Years,26810
14856,2018,"Spokane, WA",55 to 59 Years,13522
14857,2018,"Spokane, WA",5 to 17 Years,33075
14858,2018,"Spokane, WA",62 to 64 Years,7709
14859,2018,"Spokane, WA",25 to 34 Years,35083
14860,2018,"Spokane, WA",60 & 61 Years,5835
14861,2017,"Spokane, WA",5 to 17 Years,32405
14862,2017,"Spokane, WA",75 Years & Over,13322
14863,2017,"Spokane, WA",60 & 61 Years,5605
14864,2017,"Spokane, WA",25 to 34 Years,34328
14865,2017,"Spokane, WA",62 to 64 Years,7498
14866,2017,"Spokane, WA",18 to 24 Years,23158
14867,2017,"Spokane, WA",55 to 59 Years,13323
14868,2017,"Spokane, WA",35 to 44 Years,25999
14869,2017,"Spokane, WA",65 to 74 Years,17520
14870,2017,"Spokane, WA",Under 5 Years,14162
14871,2017,"Spokane, WA",45 to 54 Years,25662
14872,2016,"Spokane, WA",5 to 17 Years,32262
14873,2016,"Spokane, WA",18 to 24 Years,23677
14874,2016,"Spokane, WA",60 & 61 Years,5247
14875,2016,"Spokane, WA",75 Years & Over,13565
14876,2016,"Spokane, WA",45 to 54 Years,25924
14877,2016,"Spokane, WA",35 to 44 Years,25714
14878,2016,"Spokane, WA",62 to 64 Years,7546
14879,2016,"Spokane, WA",65 to 74 Years,16838
14880,2016,"Spokane, WA",55 to 59 Years,13462
14881,2016,"Spokane, WA",Under 5 Years,14364
14882,2016,"Spokane, WA",25 to 34 Years,33479
14883,2015,"Spokane, WA",25 to 34 Years,33577
14884,2015,"Spokane, WA",18 to 24 Years,24372
14885,2015,"Spokane, WA",55 to 59 Years,13611
14886,2015,"Spokane, WA",75 Years & Over,13831
14887,2015,"Spokane, WA",35 to 44 Years,25297
14888,2015,"Spokane, WA",60 & 61 Years,5032
14889,2015,"Spokane, WA",Under 5 Years,14436
14890,2015,"Spokane, WA",5 to 17 Years,31368
14891,2015,"Spokane, WA",45 to 54 Years,25685
14892,2015,"Spokane, WA",62 to 64 Years,7442
14893,2015,"Spokane, WA",65 to 74 Years,16044
14894,2014,"Spokane, WA",62 to 64 Years,6995
14895,2014,"Spokane, WA",5 to 17 Years,31797
14896,2014,"Spokane, WA",Under 5 Years,14456
14897,2014,"Spokane, WA",25 to 34 Years,32655
14898,2014,"Spokane, WA",55 to 59 Years,13721
14899,2014,"Spokane, WA",35 to 44 Years,25312
14900,2014,"Spokane, WA",75 Years & Over,14191
14901,2014,"Spokane, WA",60 & 61 Years,4792
14902,2014,"Spokane, WA",45 to 54 Years,26140
14903,2014,"Spokane, WA",18 to 24 Years,24933
14904,2014,"Spokane, WA",65 to 74 Years,15150
14905,2013,"Spokane, WA",75 Years & Over,14201
14906,2013,"Spokane, WA",65 to 74 Years,14021
14907,2013,"Spokane, WA",18 to 24 Years,24867
14908,2013,"Spokane, WA",62 to 64 Years,6749
14909,2013,"Spokane, WA",35 to 44 Years,25560
14910,2013,"Spokane, WA",25 to 34 Years,32904
14911,2013,"Spokane, WA",60 & 61 Years,4859
14912,2013,"Spokane, WA",45 to 54 Years,26421
14913,2013,"Spokane, WA",5 to 17 Years,31888
14914,2013,"Spokane, WA",55 to 59 Years,13370
14915,2013,"Spokane, WA",Under 5 Years,14638
14916,2018,"Spokane, WA",18 to 24 Years,22065
14917,2018,"Spokane, WA",75 Years & Over,13084
14918,2018,"Spokane, WA",45 to 54 Years,25124
14919,2018,"Spokane, WA",Under 5 Years,13777
14920,2018,"Spokane, WA",65 to 74 Years,18720
14921,2018,"Spokane, WA",35 to 44 Years,26810
14922,2018,"Spokane, WA",55 to 59 Years,13522
14923,2018,"Spokane, WA",5 to 17 Years,33075
14924,2018,"Spokane, WA",62 to 64 Years,7709
14925,2018,"Spokane, WA",25 to 34 Years,35083
14926,2018,"Spokane, WA",60 & 61 Years,5835
14927,2017,"Spokane, WA",5 to 17 Years,32405
14928,2017,"Spokane, WA",75 Years & Over,13322
14929,2017,"Spokane, WA",60 & 61 Years,5605
14930,2017,"Spokane, WA",25 to 34 Years,34328
14931,2017,"Spokane, WA",62 to 64 Years,7498
14932,2017,"Spokane, WA",18 to 24 Years,23158
14933,2017,"Spokane, WA",55 to 59 Years,13323
14934,2017,"Spokane, WA",35 to 44 Years,25999
14935,2017,"Spokane, WA",65 to 74 Years,17520
14936,2017,"Spokane, WA",Under 5 Years,14162
14937,2017,"Spokane, WA",45 to 54 Years,25662
14938,2016,"Spokane, WA",5 to 17 Years,32262
14939,2016,"Spokane, WA",18 to 24 Years,23677
14940,2016,"Spokane, WA",60 & 61 Years,5247
14941,2016,"Spokane, WA",75 Years & Over,13565
14942,2016,"Spokane, WA",45 to 54 Years,25924
14943,2016,"Spokane, WA",35 to 44 Years,25714
14944,2016,"Spokane, WA",62 to 64 Years,7546
14945,2016,"Spokane, WA",65 to 74 Years,16838
14946,2016,"Spokane, WA",55 to 59 Years,13462
14947,2016,"Spokane, WA",Under 5 Years,14364
14948,2016,"Spokane, WA",25 to 34 Years,33479
14949,2015,"Spokane, WA",25 to 34 Years,33577
14950,2015,"Spokane, WA",18 to 24 Years,24372
14951,2015,"Spokane, WA",55 to 59 Years,13611
14952,2015,"Spokane, WA",75 Years & Over,13831
14953,2015,"Spokane, WA",35 to 44 Years,25297
14954,2015,"Spokane, WA",60 & 61 Years,5032
14955,2015,"Spokane, WA",Under 5 Years,14436
14956,2015,"Spokane, WA",5 to 17 Years,31368
14957,2015,"Spokane, WA",45 to 54 Years,25685
14958,2015,"Spokane, WA",62 to 64 Years,7442
14959,2015,"Spokane, WA",65 to 74 Years,16044
14960,2014,"Spokane, WA",62 to 64 Years,6995
14961,2014,"Spokane, WA",5 to 17 Years,31797
14962,2014,"Spokane, WA",Under 5 Years,14456
14963,2014,"Spokane, WA",25 to 34 Years,32655
14964,2014,"Spokane, WA",55 to 59 Years,13721
14965,2014,"Spokane, WA",35 to 44 Years,25312
14966,2014,"Spokane, WA",75 Years & Over,14191
14967,2014,"Spokane, WA",60 & 61 Years,4792
14968,2014,"Spokane, WA",45 to 54 Years,26140
14969,2014,"Spokane, WA",18 to 24 Years,24933
14970,2014,"Spokane, WA",65 to 74 Years,15150
14971,2013,"Spokane, WA",75 Years & Over,14201
14972,2013,"Spokane, WA",65 to 74 Years,14021
14973,2013,"Spokane, WA",18 to 24 Years,24867
14974,2013,"Spokane, WA",62 to 64 Years,6749
14975,2013,"Spokane, WA",35 to 44 Years,25560
14976,2013,"Spokane, WA",25 to 34 Years,32904
14977,2013,"Spokane, WA",60 & 61 Years,4859
14978,2013,"Spokane, WA",45 to 54 Years,26421
14979,2013,"Spokane, WA",5 to 17 Years,31888
14980,2013,"Spokane, WA",55 to 59 Years,13370
14981,2013,"Spokane, WA",Under 5 Years,14638
14982,2018,"Spokane, WA",18 to 24 Years,22065
14983,2018,"Spokane, WA",75 Years & Over,13084
14984,2018,"Spokane, WA",45 to 54 Years,25124
14985,2018,"Spokane, WA",Under 5 Years,13777
14986,2018,"Spokane, WA",65 to 74 Years,18720
14987,2018,"Spokane, WA",35 to 44 Years,26810
14988,2018,"Spokane, WA",55 to 59 Years,13522
14989,2018,"Spokane, WA",5 to 17 Years,33075
14990,2018,"Spokane, WA",62 to 64 Years,7709
14991,2018,"Spokane, WA",25 to 34 Years,35083
14992,2018,"Spokane, WA",60 & 61 Years,5835
14993,2017,"Spokane, WA",5 to 17 Years,32405
14994,2017,"Spokane, WA",75 Years & Over,13322
14995,2017,"Spokane, WA",60 & 61 Years,5605
14996,2017,"Spokane, WA",25 to 34 Years,34328
14997,2017,"Spokane, WA",62 to 64 Years,7498
14998,2017,"Spokane, WA",18 to 24 Years,23158
14999,2017,"Spokane, WA",55 to 59 Years,13323
15000,2017,"Spokane, WA",35 to 44 Years,25999
15001,2017,"Spokane, WA",65 to 74 Years,17520
15002,2017,"Spokane, WA",Under 5 Years,14162
15003,2017,"Spokane, WA",45 to 54 Years,25662
15004,2016,"Spokane, WA",5 to 17 Years,32262
15005,2016,"Spokane, WA",18 to 24 Years,23677
15006,2016,"Spokane, WA",60 & 61 Years,5247
15007,2016,"Spokane, WA",75 Years & Over,13565
15008,2016,"Spokane, WA",45 to 54 Years,25924
15009,2016,"Spokane, WA",35 to 44 Years,25714
15010,2016,"Spokane, WA",62 to 64 Years,7546
15011,2016,"Spokane, WA",65 to 74 Years,16838
15012,2016,"Spokane, WA",55 to 59 Years,13462
15013,2016,"Spokane, WA",Under 5 Years,14364
15014,2016,"Spokane, WA",25 to 34 Years,33479
15015,2015,"Spokane, WA",25 to 34 Years,33577
15016,2015,"Spokane, WA",18 to 24 Years,24372
15017,2015,"Spokane, WA",55 to 59 Years,13611
15018,2015,"Spokane, WA",75 Years & Over,13831
15019,2015,"Spokane, WA",35 to 44 Years,25297
15020,2015,"Spokane, WA",60 & 61 Years,5032
15021,2015,"Spokane, WA",Under 5 Years,14436
15022,2015,"Spokane, WA",5 to 17 Years,31368
15023,2015,"Spokane, WA",45 to 54 Years,25685
15024,2015,"Spokane, WA",62 to 64 Years,7442
15025,2015,"Spokane, WA",65 to 74 Years,16044
15026,2014,"Spokane, WA",62 to 64 Years,6995
15027,2014,"Spokane, WA",5 to 17 Years,31797
15028,2014,"Spokane, WA",Under 5 Years,14456
15029,2014,"Spokane, WA",25 to 34 Years,32655
15030,2014,"Spokane, WA",55 to 59 Years,13721
15031,2014,"Spokane, WA",35 to 44 Years,25312
15032,2014,"Spokane, WA",75 Years & Over,14191
15033,2014,"Spokane, WA",60 & 61 Years,4792
15034,2014,"Spokane, WA",45 to 54 Years,26140
15035,2014,"Spokane, WA",18 to 24 Years,24933
15036,2014,"Spokane, WA",65 to 74 Years,15150
15037,2013,"Spokane, WA",75 Years & Over,14201
15038,2013,"Spokane, WA",65 to 74 Years,14021
15039,2013,"Spokane, WA",18 to 24 Years,24867
15040,2013,"Spokane, WA",62 to 64 Years,6749
15041,2013,"Spokane, WA",35 to 44 Years,25560
15042,2013,"Spokane, WA",25 to 34 Years,32904
15043,2013,"Spokane, WA",60 & 61 Years,4859
15044,2013,"Spokane, WA",45 to 54 Years,26421
15045,2013,"Spokane, WA",5 to 17 Years,31888
15046,2013,"Spokane, WA",55 to 59 Years,13370
15047,2013,"Spokane, WA",Under 5 Years,14638
15048,2018,"St. Louis, MO",18 to 24 Years,27453
15049,2018,"St. Louis, MO",75 Years & Over,16533
15050,2018,"St. Louis, MO",45 to 54 Years,34960
15051,2018,"St. Louis, MO",Under 5 Years,18849
15052,2018,"St. Louis, MO",65 to 74 Years,25206
15053,2018,"St. Louis, MO",35 to 44 Years,40011
15054,2018,"St. Louis, MO",55 to 59 Years,18436
15055,2018,"St. Louis, MO",5 to 17 Years,38653
15056,2018,"St. Louis, MO",62 to 64 Years,12532
15057,2018,"St. Louis, MO",25 to 34 Years,60935
15058,2018,"St. Louis, MO",60 & 61 Years,9270
15059,2017,"St. Louis, MO",5 to 17 Years,39947
15060,2017,"St. Louis, MO",75 Years & Over,15964
15061,2017,"St. Louis, MO",60 & 61 Years,9079
15062,2017,"St. Louis, MO",25 to 34 Years,61937
15063,2017,"St. Louis, MO",62 to 64 Years,11324
15064,2017,"St. Louis, MO",18 to 24 Years,28885
15065,2017,"St. Louis, MO",55 to 59 Years,20642
15066,2017,"St. Louis, MO",35 to 44 Years,40360
15067,2017,"St. Louis, MO",65 to 74 Years,23859
15068,2017,"St. Louis, MO",Under 5 Years,19884
15069,2017,"St. Louis, MO",45 to 54 Years,36745
15070,2016,"St. Louis, MO",5 to 17 Years,41703
15071,2016,"St. Louis, MO",18 to 24 Years,30815
15072,2016,"St. Louis, MO",60 & 61 Years,10880
15073,2016,"St. Louis, MO",75 Years & Over,15114
15074,2016,"St. Louis, MO",45 to 54 Years,37989
15075,2016,"St. Louis, MO",35 to 44 Years,40790
15076,2016,"St. Louis, MO",62 to 64 Years,11403
15077,2016,"St. Louis, MO",65 to 74 Years,21524
15078,2016,"St. Louis, MO",55 to 59 Years,19456
15079,2016,"St. Louis, MO",Under 5 Years,19951
15080,2016,"St. Louis, MO",25 to 34 Years,61779
15081,2015,"St. Louis, MO",25 to 34 Years,61677
15082,2015,"St. Louis, MO",18 to 24 Years,32511
15083,2015,"St. Louis, MO",55 to 59 Years,22937
15084,2015,"St. Louis, MO",75 Years & Over,15472
15085,2015,"St. Louis, MO",35 to 44 Years,41286
15086,2015,"St. Louis, MO",60 & 61 Years,8287
15087,2015,"St. Louis, MO",Under 5 Years,21017
15088,2015,"St. Louis, MO",5 to 17 Years,42482
15089,2015,"St. Louis, MO",45 to 54 Years,39008
15090,2015,"St. Louis, MO",62 to 64 Years,10005
15091,2015,"St. Louis, MO",65 to 74 Years,21003
15092,2014,"St. Louis, MO",62 to 64 Years,10983
15093,2014,"St. Louis, MO",5 to 17 Years,42795
15094,2014,"St. Louis, MO",Under 5 Years,21306
15095,2014,"St. Louis, MO",25 to 34 Years,61718
15096,2014,"St. Louis, MO",55 to 59 Years,21767
15097,2014,"St. Louis, MO",35 to 44 Years,40396
15098,2014,"St. Louis, MO",75 Years & Over,15889
15099,2014,"St. Louis, MO",60 & 61 Years,8304
15100,2014,"St. Louis, MO",45 to 54 Years,40444
15101,2014,"St. Louis, MO",18 to 24 Years,33544
15102,2014,"St. Louis, MO",65 to 74 Years,20273
15103,2013,"St. Louis, MO",75 Years & Over,16327
15104,2013,"St. Louis, MO",65 to 74 Years,19168
15105,2013,"St. Louis, MO",18 to 24 Years,35211
15106,2013,"St. Louis, MO",62 to 64 Years,9529
15107,2013,"St. Louis, MO",35 to 44 Years,40002
15108,2013,"St. Louis, MO",25 to 34 Years,61220
15109,2013,"St. Louis, MO",60 & 61 Years,8894
15110,2013,"St. Louis, MO",45 to 54 Years,41902
15111,2013,"St. Louis, MO",5 to 17 Years,43839
15112,2013,"St. Louis, MO",55 to 59 Years,21308
15113,2013,"St. Louis, MO",Under 5 Years,21016
15114,2018,"St. Louis, MO",18 to 24 Years,27453
15115,2018,"St. Louis, MO",75 Years & Over,16533
15116,2018,"St. Louis, MO",45 to 54 Years,34960
15117,2018,"St. Louis, MO",Under 5 Years,18849
15118,2018,"St. Louis, MO",65 to 74 Years,25206
15119,2018,"St. Louis, MO",35 to 44 Years,40011
15120,2018,"St. Louis, MO",55 to 59 Years,18436
15121,2018,"St. Louis, MO",5 to 17 Years,38653
15122,2018,"St. Louis, MO",62 to 64 Years,12532
15123,2018,"St. Louis, MO",25 to 34 Years,60935
15124,2018,"St. Louis, MO",60 & 61 Years,9270
15125,2017,"St. Louis, MO",5 to 17 Years,39947
15126,2017,"St. Louis, MO",75 Years & Over,15964
15127,2017,"St. Louis, MO",60 & 61 Years,9079
15128,2017,"St. Louis, MO",25 to 34 Years,61937
15129,2017,"St. Louis, MO",62 to 64 Years,11324
15130,2017,"St. Louis, MO",18 to 24 Years,28885
15131,2017,"St. Louis, MO",55 to 59 Years,20642
15132,2017,"St. Louis, MO",35 to 44 Years,40360
15133,2017,"St. Louis, MO",65 to 74 Years,23859
15134,2017,"St. Louis, MO",Under 5 Years,19884
15135,2017,"St. Louis, MO",45 to 54 Years,36745
15136,2016,"St. Louis, MO",5 to 17 Years,41703
15137,2016,"St. Louis, MO",18 to 24 Years,30815
15138,2016,"St. Louis, MO",60 & 61 Years,10880
15139,2016,"St. Louis, MO",75 Years & Over,15114
15140,2016,"St. Louis, MO",45 to 54 Years,37989
15141,2016,"St. Louis, MO",35 to 44 Years,40790
15142,2016,"St. Louis, MO",62 to 64 Years,11403
15143,2016,"St. Louis, MO",65 to 74 Years,21524
15144,2016,"St. Louis, MO",55 to 59 Years,19456
15145,2016,"St. Louis, MO",Under 5 Years,19951
15146,2016,"St. Louis, MO",25 to 34 Years,61779
15147,2015,"St. Louis, MO",25 to 34 Years,61677
15148,2015,"St. Louis, MO",18 to 24 Years,32511
15149,2015,"St. Louis, MO",55 to 59 Years,22937
15150,2015,"St. Louis, MO",75 Years & Over,15472
15151,2015,"St. Louis, MO",35 to 44 Years,41286
15152,2015,"St. Louis, MO",60 & 61 Years,8287
15153,2015,"St. Louis, MO",Under 5 Years,21017
15154,2015,"St. Louis, MO",5 to 17 Years,42482
15155,2015,"St. Louis, MO",45 to 54 Years,39008
15156,2015,"St. Louis, MO",62 to 64 Years,10005
15157,2015,"St. Louis, MO",65 to 74 Years,21003
15158,2014,"St. Louis, MO",62 to 64 Years,10983
15159,2014,"St. Louis, MO",5 to 17 Years,42795
15160,2014,"St. Louis, MO",Under 5 Years,21306
15161,2014,"St. Louis, MO",25 to 34 Years,61718
15162,2014,"St. Louis, MO",55 to 59 Years,21767
15163,2014,"St. Louis, MO",35 to 44 Years,40396
15164,2014,"St. Louis, MO",75 Years & Over,15889
15165,2014,"St. Louis, MO",60 & 61 Years,8304
15166,2014,"St. Louis, MO",45 to 54 Years,40444
15167,2014,"St. Louis, MO",18 to 24 Years,33544
15168,2014,"St. Louis, MO",65 to 74 Years,20273
15169,2013,"St. Louis, MO",75 Years & Over,16327
15170,2013,"St. Louis, MO",65 to 74 Years,19168
15171,2013,"St. Louis, MO",18 to 24 Years,35211
15172,2013,"St. Louis, MO",62 to 64 Years,9529
15173,2013,"St. Louis, MO",35 to 44 Years,40002
15174,2013,"St. Louis, MO",25 to 34 Years,61220
15175,2013,"St. Louis, MO",60 & 61 Years,8894
15176,2013,"St. Louis, MO",45 to 54 Years,41902
15177,2013,"St. Louis, MO",5 to 17 Years,43839
15178,2013,"St. Louis, MO",55 to 59 Years,21308
15179,2013,"St. Louis, MO",Under 5 Years,21016
15180,2018,"St. Louis, MO",18 to 24 Years,27453
15181,2018,"St. Louis, MO",75 Years & Over,16533
15182,2018,"St. Louis, MO",45 to 54 Years,34960
15183,2018,"St. Louis, MO",Under 5 Years,18849
15184,2018,"St. Louis, MO",65 to 74 Years,25206
15185,2018,"St. Louis, MO",35 to 44 Years,40011
15186,2018,"St. Louis, MO",55 to 59 Years,18436
15187,2018,"St. Louis, MO",5 to 17 Years,38653
15188,2018,"St. Louis, MO",62 to 64 Years,12532
15189,2018,"St. Louis, MO",25 to 34 Years,60935
15190,2018,"St. Louis, MO",60 & 61 Years,9270
15191,2017,"St. Louis, MO",5 to 17 Years,39947
15192,2017,"St. Louis, MO",75 Years & Over,15964
15193,2017,"St. Louis, MO",60 & 61 Years,9079
15194,2017,"St. Louis, MO",25 to 34 Years,61937
15195,2017,"St. Louis, MO",62 to 64 Years,11324
15196,2017,"St. Louis, MO",18 to 24 Years,28885
15197,2017,"St. Louis, MO",55 to 59 Years,20642
15198,2017,"St. Louis, MO",35 to 44 Years,40360
15199,2017,"St. Louis, MO",65 to 74 Years,23859
15200,2017,"St. Louis, MO",Under 5 Years,19884
15201,2017,"St. Louis, MO",45 to 54 Years,36745
15202,2016,"St. Louis, MO",5 to 17 Years,41703
15203,2016,"St. Louis, MO",18 to 24 Years,30815
15204,2016,"St. Louis, MO",60 & 61 Years,10880
15205,2016,"St. Louis, MO",75 Years & Over,15114
15206,2016,"St. Louis, MO",45 to 54 Years,37989
15207,2016,"St. Louis, MO",35 to 44 Years,40790
15208,2016,"St. Louis, MO",62 to 64 Years,11403
15209,2016,"St. Louis, MO",65 to 74 Years,21524
15210,2016,"St. Louis, MO",55 to 59 Years,19456
15211,2016,"St. Louis, MO",Under 5 Years,19951
15212,2016,"St. Louis, MO",25 to 34 Years,61779
15213,2015,"St. Louis, MO",25 to 34 Years,61677
15214,2015,"St. Louis, MO",18 to 24 Years,32511
15215,2015,"St. Louis, MO",55 to 59 Years,22937
15216,2015,"St. Louis, MO",75 Years & Over,15472
15217,2015,"St. Louis, MO",35 to 44 Years,41286
15218,2015,"St. Louis, MO",60 & 61 Years,8287
15219,2015,"St. Louis, MO",Under 5 Years,21017
15220,2015,"St. Louis, MO",5 to 17 Years,42482
15221,2015,"St. Louis, MO",45 to 54 Years,39008
15222,2015,"St. Louis, MO",62 to 64 Years,10005
15223,2015,"St. Louis, MO",65 to 74 Years,21003
15224,2014,"St. Louis, MO",62 to 64 Years,10983
15225,2014,"St. Louis, MO",5 to 17 Years,42795
15226,2014,"St. Louis, MO",Under 5 Years,21306
15227,2014,"St. Louis, MO",25 to 34 Years,61718
15228,2014,"St. Louis, MO",55 to 59 Years,21767
15229,2014,"St. Louis, MO",35 to 44 Years,40396
15230,2014,"St. Louis, MO",75 Years & Over,15889
15231,2014,"St. Louis, MO",60 & 61 Years,8304
15232,2014,"St. Louis, MO",45 to 54 Years,40444
15233,2014,"St. Louis, MO",18 to 24 Years,33544
15234,2014,"St. Louis, MO",65 to 74 Years,20273
15235,2013,"St. Louis, MO",75 Years & Over,16327
15236,2013,"St. Louis, MO",65 to 74 Years,19168
15237,2013,"St. Louis, MO",18 to 24 Years,35211
15238,2013,"St. Louis, MO",62 to 64 Years,9529
15239,2013,"St. Louis, MO",35 to 44 Years,40002
15240,2013,"St. Louis, MO",25 to 34 Years,61220
15241,2013,"St. Louis, MO",60 & 61 Years,8894
15242,2013,"St. Louis, MO",45 to 54 Years,41902
15243,2013,"St. Louis, MO",5 to 17 Years,43839
15244,2013,"St. Louis, MO",55 to 59 Years,21308
15245,2013,"St. Louis, MO",Under 5 Years,21016
15246,2018,"St. Louis, MO",18 to 24 Years,27453
15247,2018,"St. Louis, MO",75 Years & Over,16533
15248,2018,"St. Louis, MO",45 to 54 Years,34960
15249,2018,"St. Louis, MO",Under 5 Years,18849
15250,2018,"St. Louis, MO",65 to 74 Years,25206
15251,2018,"St. Louis, MO",35 to 44 Years,40011
15252,2018,"St. Louis, MO",55 to 59 Years,18436
15253,2018,"St. Louis, MO",5 to 17 Years,38653
15254,2018,"St. Louis, MO",62 to 64 Years,12532
15255,2018,"St. Louis, MO",25 to 34 Years,60935
15256,2018,"St. Louis, MO",60 & 61 Years,9270
15257,2017,"St. Louis, MO",5 to 17 Years,39947
15258,2017,"St. Louis, MO",75 Years & Over,15964
15259,2017,"St. Louis, MO",60 & 61 Years,9079
15260,2017,"St. Louis, MO",25 to 34 Years,61937
15261,2017,"St. Louis, MO",62 to 64 Years,11324
15262,2017,"St. Louis, MO",18 to 24 Years,28885
15263,2017,"St. Louis, MO",55 to 59 Years,20642
15264,2017,"St. Louis, MO",35 to 44 Years,40360
15265,2017,"St. Louis, MO",65 to 74 Years,23859
15266,2017,"St. Louis, MO",Under 5 Years,19884
15267,2017,"St. Louis, MO",45 to 54 Years,36745
15268,2016,"St. Louis, MO",5 to 17 Years,41703
15269,2016,"St. Louis, MO",18 to 24 Years,30815
15270,2016,"St. Louis, MO",60 & 61 Years,10880
15271,2016,"St. Louis, MO",75 Years & Over,15114
15272,2016,"St. Louis, MO",45 to 54 Years,37989
15273,2016,"St. Louis, MO",35 to 44 Years,40790
15274,2016,"St. Louis, MO",62 to 64 Years,11403
15275,2016,"St. Louis, MO",65 to 74 Years,21524
15276,2016,"St. Louis, MO",55 to 59 Years,19456
15277,2016,"St. Louis, MO",Under 5 Years,19951
15278,2016,"St. Louis, MO",25 to 34 Years,61779
15279,2015,"St. Louis, MO",25 to 34 Years,61677
15280,2015,"St. Louis, MO",18 to 24 Years,32511
15281,2015,"St. Louis, MO",55 to 59 Years,22937
15282,2015,"St. Louis, MO",75 Years & Over,15472
15283,2015,"St. Louis, MO",35 to 44 Years,41286
15284,2015,"St. Louis, MO",60 & 61 Years,8287
15285,2015,"St. Louis, MO",Under 5 Years,21017
15286,2015,"St. Louis, MO",5 to 17 Years,42482
15287,2015,"St. Louis, MO",45 to 54 Years,39008
15288,2015,"St. Louis, MO",62 to 64 Years,10005
15289,2015,"St. Louis, MO",65 to 74 Years,21003
15290,2014,"St. Louis, MO",62 to 64 Years,10983
15291,2014,"St. Louis, MO",5 to 17 Years,42795
15292,2014,"St. Louis, MO",Under 5 Years,21306
15293,2014,"St. Louis, MO",25 to 34 Years,61718
15294,2014,"St. Louis, MO",55 to 59 Years,21767
15295,2014,"St. Louis, MO",35 to 44 Years,40396
15296,2014,"St. Louis, MO",75 Years & Over,15889
15297,2014,"St. Louis, MO",60 & 61 Years,8304
15298,2014,"St. Louis, MO",45 to 54 Years,40444
15299,2014,"St. Louis, MO",18 to 24 Years,33544
